Rk,Player,Goals,Total_Minutes,Season,Age,Nation,Team,Comp,MP,90s,Starts,Subs,unSub,Assists,Goals_Assists,Non_Penalty_Goals,Penalties_Made,Penalties_Attempted,Penalties_Missed,Position,Player_ID
357,Gerrit Holtmann,2,1136,2024-2025,29,ph PHI,Bochum,de Bundesliga,23,12.6,12,11,2,1,3,2,0,0,0,DFFW,2979c05a
358,Marshall Munetsi,2,1078,2024-2025,28,zw ZIM,Wolves,eng Premier League,14,12.0,12,2,0,1,3,2,0,0,0,MFFW,2acf0cd7
359,Gianluca Gaetano,2,1009,2024-2025,24,it ITA,2 Teams,it Serie A,28,11.2,8,20,7,4,6,2,0,0,0,MFFW,3b387cc7
360,Ridle Baku,2,1170,2024-2025,26,de GER,Wolfsburg,de Bundesliga,15,13.0,14,1,0,1,3,2,0,0,0,FWMF,442b56fa
361,Dani de Wit,2,1153,2024-2025,26,nl NED,Bochum,de Bundesliga,28,12.8,11,17,5,1,3,2,0,0,0,MFFW,48a2b92a
362,Simon Adingra,2,1097,2024-2025,22,ci CIV,Brighton,eng Premier League,29,12.2,12,17,6,2,4,2,0,0,0,FWMF,4dcec659
363,David Neres,2,1283,2024-2025,27,br BRA,Napoli,it Serie A,28,14.3,13,15,1,4,6,2,0,0,0,FW,4f1e6a0b
364,Manuel Fuster,2,1003,2024-2025,26,es ESP,Las Palmas,es La Liga,28,11.1,8,20,10,1,3,2,0,0,0,FWMF,618f396a
365,Carlos Martín,2,1333,2024-2025,22,es ESP,Alavés,es La Liga,26,14.8,16,10,10,2,4,2,0,0,0,FWMF,64035864
366,Andrea Colpani,2,1450,2024-2025,25,it ITA,Fiorentina,it Serie A,25,16.1,18,7,2,1,3,2,0,0,0,FWMF,6499048c
367,Antoine Hainaut,2,1206,2024-2025,22,fr FRA,Parma,it Serie A,25,13.4,10,15,12,0,2,2,0,0,0,DFFW,6503f220
368,Adam Armstrong,2,1248,2024-2025,27,eng ENG,Southampton,eng Premier League,20,13.9,15,5,4,2,4,2,0,1,1,FWMF,68c720b5
369,Iván Sánchez,2,1404,2024-2025,31,es ESP,Valladolid,es La Liga,32,15.6,11,21,6,1,3,2,0,0,0,MFFW,70107d4d
370,Vitinha,2,1328,2024-2025,24,pt POR,Genoa,it Serie A,25,14.8,16,9,1,3,5,2,0,0,0,FWMF,74d4cec6
371,Pablo Fornals,2,1827,2024-2025,28,es ESP,Betis,es La Liga,26,20.3,22,4,2,0,2,2,0,0,0,MFFW,82927de4
372,Mathys Tel,2,1167,2024-2025,19,fr FRA,2 Teams,2 Comps,21,13.0,13,8,10,2,4,1,1,1,0,FW,829aa60c
373,Junior Adamu,2,1545,2024-2025,23,at AUT,Freiburg,de Bundesliga,25,17.2,19,6,5,2,4,2,0,0,0,FW,82e12fe7
374,Mathias Pereira Lage,2,1571,2024-2025,27,pt POR,Brest,fr Ligue 1,29,17.5,18,11,5,7,9,2,0,0,0,FWMF,8846a40f
375,Danel Sinani,2,1250,2024-2025,27,lu LUX,St. Pauli,de Bundesliga,26,13.9,14,12,7,2,4,2,0,0,0,FWMF,96ddfa79
376,Adama Traoré,2,1772,2024-2025,28,es ESP,Fulham,eng Premier League,36,19.7,18,18,1,7,9,2,0,0,0,FWMF,9a28eba4
377,Julio Enciso,2,1163,2024-2025,20,py PAR,2 Teams,eng Premier League,25,12.9,14,11,7,3,5,2,0,0,0,MFFW,9cfbad36
378,Giorgos Masouras,2,1055,2024-2025,30,gr GRE,Bochum,de Bundesliga,14,11.7,12,2,0,1,3,2,0,0,0,FWMF,9d689a5b
379,Keinan Davis,2,1066,2024-2025,26,eng ENG,Udinese,it Serie A,23,11.8,10,13,2,1,3,2,0,0,0,FW,9deaf2c8
380,Yassine Kechta,2,2096,2024-2025,22,ma MAR,Le Havre,fr Ligue 1,31,23.3,25,6,2,0,2,2,0,0,0,MFFW,abefc3af
381,Zito Luvumbo,2,1606,2024-2025,22,ao ANG,Cagliari,it Serie A,26,17.8,19,7,2,2,4,2,0,0,0,FWMF,b09e0873
382,Derrick Köhn,2,1343,2024-2025,25,de GER,Werder Bremen,de Bundesliga,27,14.9,14,13,4,2,4,2,0,0,0,DFFW,b735b590
383,Tyler Dibling,2,1874,2024-2025,18,eng ENG,Southampton,eng Premier League,33,20.8,20,13,1,0,2,2,0,0,0,FWMF,bdcc89ae
384,Abde Ezzalzouli,2,1984,2024-2025,22,ma MAR,Betis,es La Liga,32,22.0,23,9,1,2,4,2,0,1,1,FWMF,bed68338
385,Anuar,2,1720,2024-2025,29,ma MAR,Valladolid,es La Liga,26,19.1,21,5,2,0,2,2,0,0,0,MFFW,c93231dc
386,Farid El Melali,2,1893,2024-2025,27,dz ALG,Angers,fr Ligue 1,32,21.0,22,10,0,3,5,2,0,0,0,FW,d21e361a
387,Nathan Tella,2,1359,2024-2025,25,ng NGA,Leverkusen,de Bundesliga,27,15.1,17,10,3,4,6,2,0,0,0,MFFW,f1e94cd6
388,Bilal El Khannouss,2,2182,2024-2025,20,ma MAR,Leicester City,eng Premier League,32,24.2,27,5,3,3,5,2,0,0,0,MFFW,f7042636
389,Viktor Tsyhankov,2,1913,2024-2025,26,ua UKR,Girona,es La Liga,27,21.3,23,4,1,5,7,2,0,0,0,FWMF,f7e87032
390,Emmanuel Gyasi,2,3217,2024-2025,30,gh GHA,Empoli,it Serie A,37,35.7,37,0,0,1,3,2,0,0,0,DFFW,f9758dae
391,Jesus Rodríguez,2,1111,2024-2025,18,es ESP,Betis,es La Liga,21,12.3,15,6,3,0,2,2,0,0,0,FW,f9f74e43
392,Mama Samba Baldé,2,1182,2024-2025,28,gw GNB,2 Teams,fr Ligue 1,29,13.1,12,17,0,3,5,2,0,0,0,FW,fb14aa28
393,Pontus Almqvist,1,1112,2024-2025,25,se SWE,Parma,it Serie A,29,12.4,10,19,7,1,2,1,0,0,0,FWMF,0917188a
394,Coba da Costa,1,1006,2024-2025,22,es ESP,Getafe,es La Liga,19,11.2,12,7,11,1,2,1,0,0,0,MFFW,0b3358f0
395,Rémy Cabella,1,1011,2024-2025,34,fr FRA,Lille,fr Ligue 1,23,11.2,12,11,4,2,3,1,0,0,0,FWMF,148e136f
396,Jacob Ramsey,1,1623,2024-2025,23,eng ENG,Aston Villa,eng Premier League,29,18.0,19,10,0,3,4,1,0,0,0,FWMF,1544f145
397,Jim Allevinah,1,1750,2024-2025,29,ga GAB,Angers,fr Ligue 1,28,19.4,23,5,0,3,4,1,0,0,0,FW,1956b948
398,Óscar Rodríguez Arnaiz,1,1330,2024-2025,26,es ESP,Leganés,es La Liga,29,14.8,12,17,5,4,5,1,0,0,0,MFFW,19709006
399,Gavi,1,1085,2024-2025,19,es ESP,Barcelona,es La Liga,26,12.1,14,12,3,1,2,1,0,0,0,MFFW,19cae58d
400,Ander Barrenetxea,1,1263,2024-2025,22,es ESP,Real Sociedad,es La Liga,30,14.0,14,16,3,3,4,1,0,0,0,MFFW,200e89e1
401,Wahbi Khazri,1,1118,2024-2025,33,tn TUN,Montpellier,fr Ligue 1,30,12.4,10,20,2,1,2,1,0,0,0,FWMF,2677a1de
402,Fares Chaïbi,1,1013,2024-2025,21,dz ALG,Eint Frankfurt,de Bundesliga,26,11.3,10,16,4,3,4,1,0,0,0,MFFW,357103bd
403,Leonardo Spinazzola,1,1517,2024-2025,31,it ITA,Napoli,it Serie A,27,16.9,17,10,6,1,2,1,0,0,0,DFFW,3626daea
404,Unai Gómez,1,1284,2024-2025,21,es ESP,Athletic Club,es La Liga,32,14.3,14,18,4,3,4,1,0,0,0,MFFW,37db6cae
405,Leon Bailey,1,1139,2024-2025,26,jm JAM,Aston Villa,eng Premier League,24,12.7,14,10,5,2,3,1,0,0,0,FWMF,3a233281
406,Alessandro Zanoli,1,1711,2024-2025,23,it ITA,Genoa,it Serie A,31,19.0,19,12,4,0,1,1,0,0,0,FWDF,3b12b11f
407,Thomas Müller,1,1225,2024-2025,34,de GER,Bayern Munich,de Bundesliga,30,13.6,12,18,4,4,5,1,0,0,0,MFFW,3c6089ab
408,Alejo Véliz,1,1127,2024-2025,20,ar ARG,Espanyol,es La Liga,27,12.5,10,17,11,0,1,1,0,0,0,FW,3f7bafbe
409,Keane Lewis-Potter,1,3093,2024-2025,23,eng ENG,Brentford,eng Premier League,38,34.4,36,2,0,3,4,1,0,0,0,DFFW,41f08ac8
410,Angelo Fulgini,1,1045,2024-2025,27,fr FRA,Lens,fr Ligue 1,23,11.6,11,12,6,1,2,1,0,0,0,MFFW,4b96c347
411,Alieu Fadera,1,1644,2024-2025,22,gm GAM,Como,it Serie A,28,18.3,20,8,6,3,4,1,0,0,0,FWDF,53210e42
412,Christian Kouamé,1,1129,2024-2025,26,ci CIV,2 Teams,it Serie A,26,12.5,10,16,3,1,2,1,0,0,0,FWMF,58e933d2
413,Miguel,1,1724,2024-2025,24,es ESP,Leganés,es La Liga,34,19.2,17,17,3,3,4,0,1,2,1,FW,6763373d
414,Bertuğ Yıldırım,1,1083,2024-2025,22,tr TUR,Getafe,es La Liga,22,12.0,14,8,12,0,1,1,0,0,0,FW,7410d325
415,Florian Sotoca,1,1794,2024-2025,33,fr FRA,Lens,fr Ligue 1,31,19.9,22,9,0,1,2,1,0,0,0,FWMF,7a42d0df
416,Sorba Thomas,1,1321,2024-2025,24,wls WAL,Nantes,fr Ligue 1,25,14.7,15,10,4,3,4,1,0,0,0,FWMF,8725a42e
417,John Yeboah,1,1226,2024-2025,24,ec ECU,Venezia,it Serie A,33,13.6,11,22,0,1,2,1,0,0,0,FWMF,8dfdc6c3
418,John McGinn,1,2223,2024-2025,29,sct SCO,Aston Villa,eng Premier League,34,24.7,27,7,0,4,5,1,0,0,0,MFFW,90f91999
419,Ben Johnson,1,1354,2024-2025,24,eng ENG,Ipswich Town,eng Premier League,23,15.0,14,9,9,2,3,1,0,0,0,DFFW,9319781b
420,Aitor Ruibal,1,1313,2024-2025,28,es ESP,Betis,es La Liga,29,14.6,13,16,2,3,4,1,0,0,0,DFFW,a55d8df5
421,Kamaldeen Sulemana,1,1402,2024-2025,22,gh GHA,Southampton,eng Premier League,26,15.6,17,9,2,1,2,1,0,0,0,FWMF,a62f8bf1
422,Bryan Zaragoza,1,1836,2024-2025,23,es ESP,Osasuna,es La Liga,27,20.4,22,5,1,6,7,1,0,0,0,FWMF,a96103b2
423,Jack Harrison,1,2076,2024-2025,27,eng ENG,Everton,eng Premier League,34,23.1,24,10,4,0,1,1,0,0,0,FW,aa849a12
424,Marcos André,1,1188,2024-2025,27,br BRA,Valladolid,es La Liga,22,13.2,14,8,13,2,3,1,0,0,0,FW,ae86d473
425,Jordan Pefok,1,1288,2024-2025,28,us USA,2 Teams,2 Comps,25,14.3,16,9,2,1,2,1,0,0,0,FW,b684a484
426,Moritz Broschinski,1,1390,2024-2025,23,de GER,Bochum,de Bundesliga,33,15.4,15,18,1,3,4,1,0,0,0,FWMF,bbd79358
427,Roberto Navarro,1,1278,2024-2025,22,es ESP,Mallorca,es La Liga,23,14.2,15,8,2,0,1,1,0,0,0,MFFW,c997b942
428,Peque,1,1134,2024-2025,21,es ESP,Sevilla,es La Liga,26,12.6,14,12,11,1,2,1,0,0,0,MFFW,cb971b4f
429,Adri Embarba,1,1607,2024-2025,32,es ESP,Rayo Vallecano,es La Liga,35,17.9,18,17,3,1,2,1,0,0,0,FWMF,db8f0eba
430,Noah Weißhaupt,1,1240,2024-2025,22,de GER,2 Teams,de Bundesliga,22,13.8,13,9,8,0,1,1,0,0,0,FWMF,dd676a97
431,Jeremie Boga,1,1054,2024-2025,27,ci CIV,Nice,fr Ligue 1,21,11.7,12,9,3,2,3,1,0,0,0,MFFW,fe012aca
432,Sávio,1,1766,2024-2025,20,br BRA,Manchester City,eng Premier League,29,19.6,21,8,7,8,9,1,0,0,0,FWMF,fe6e7156
433,Carlos Soler,1,1409,2024-2025,27,es ESP,West Ham,eng Premier League,31,15.7,14,17,2,1,2,1,0,0,0,MFFW,fed17f5a
434,Valentino Lazaro,0,2307,2024-2025,28,at AUT,Torino,it Serie A,33,25.6,26,7,1,6,6,0,0,0,0,DFFW,016ff750
435,Giuseppe Pezzella,0,2878,2024-2025,26,it ITA,Empoli,it Serie A,35,32.0,34,1,2,3,3,0,0,0,0,DFFW,149c5f5d
436,Nicolás Domínguez,0,1963,2024-2025,26,ar ARG,Nott'ham Forest,eng Premier League,34,21.8,23,11,3,1,1,0,0,0,0,MFFW,20b3a502
437,Jesper Lindstrøm,0,1239,2024-2025,24,dk DEN,Everton,eng Premier League,25,13.8,15,10,3,1,1,0,0,0,0,FW,37dc1a48
438,Eren Dinkçi,0,1196,2024-2025,22,de GER,Freiburg,de Bundesliga,23,13.3,13,10,2,3,3,0,0,0,0,MFFW,4ccd8957
439,Alex Sola,0,1029,2024-2025,25,es ESP,Getafe,es La Liga,19,11.4,13,6,16,1,1,0,0,0,0,MFFW,5fa714d5
440,Pep Chavarría,0,2585,2024-2025,26,es ESP,Rayo Vallecano,es La Liga,34,28.7,28,6,2,1,1,0,0,0,0,DFFW,63c5e56b
441,Tim Skarke,0,1164,2024-2025,27,de GER,Union Berlin,de Bundesliga,33,12.9,11,22,1,2,2,0,0,0,0,FWMF,65857fdf
442,Carles Aleñá,0,1542,2024-2025,26,es ESP,2 Teams,es La Liga,24,17.1,18,6,8,2,2,0,0,0,0,MFFW,6c811eb7
443,Adrià Altimira,0,1630,2024-2025,23,es ESP,Leganés,es La Liga,22,18.1,19,3,14,0,0,0,0,0,0,DFFW,757a3431
444,Lilian Raolisoa,0,1318,2024-2025,24,fr FRA,Angers,fr Ligue 1,29,14.6,14,15,1,3,3,0,0,0,0,DFFW,79a793b7
445,Valentin Mihaila,0,1288,2024-2025,24,ro ROU,Parma,it Serie A,21,14.3,16,5,2,3,3,0,0,0,0,FWMF,81a4c239
446,Tomáš Suslov,0,2080,2024-2025,22,sk SVK,Hellas Verona,it Serie A,31,23.1,27,4,0,1,1,0,0,0,0,MFFW,83fe71b8
447,Yann Karamoh,0,1046,2024-2025,26,fr FRA,Torino,it Serie A,29,11.6,10,19,7,1,1,0,0,0,0,MFFW,8b66d9cc
448,Christopher Operi,0,1169,2024-2025,27,ci CIV,Le Havre,fr Ligue 1,13,13.0,13,0,0,2,2,0,0,0,0,DFFW,914bb955
449,Joe Willock,0,1086,2024-2025,24,eng ENG,Newcastle Utd,eng Premier League,32,12.1,11,21,1,2,2,0,0,0,0,MFFW,a3b03921
450,Antoniu,0,1022,2024-2025,21,es ESP,Espanyol,es La Liga,26,11.4,13,13,9,1,1,0,0,0,0,FWMF,af784a9e
451,Yunus Musah,0,1571,2024-2025,21,us USA,Milan,it Serie A,29,17.5,19,10,5,2,2,0,0,0,0,MFFW,b51b1b9c
452,Loïc Nego,0,2459,2024-2025,33,hu HUN,Le Havre,fr Ligue 1,31,27.3,28,3,3,0,0,0,0,0,0,DFFW,c3b6fa1e
453,Morten Thorsby,0,1898,2024-2025,28,no NOR,Genoa,it Serie A,30,21.1,22,8,2,1,1,0,0,0,0,MFFW,d1b49282
454,Arthur Atta,0,1251,2024-2025,21,fr FRA,Udinese,it Serie A,27,13.9,12,15,3,1,1,0,0,0,0,MFFW,d3ddf88b
455,Jack Clarke,0,1181,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,32,13.1,12,20,3,4,4,0,0,0,0,FWMF,e16932d8
456,Domingos André Ribeiro Almeida,0,1977,2024-2025,24,pt POR,Valencia,es La Liga,34,22.0,24,10,2,4,4,0,0,0,0,MFFW,e6697917
457,Adama Boiro,0,1101,2024-2025,22,es ESP,Athletic Club,es La Liga,18,12.2,13,5,18,0,0,0,0,0,0,DFFW,e7992f7b
458,Marvin,0,1038,2024-2025,24,es ESP,Las Palmas,es La Liga,23,11.5,9,14,1,0,0,0,0,0,0,DFFW,efaefda0
459,Alejandro Jiménez,0,1266,2024-2025,19,es ESP,Milan,it Serie A,22,14.1,14,8,6,1,1,0,0,0,0,DFFW,faa13947
460,Khalil Fayad,0,1028,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,20,11.4,10,10,1,0,0,0,0,0,0,MFFW,faf00ab8
